ATERIO_DATA_CENTER_UID,DATA_CENTER_BUILDING_NAME,ATERIO_DATA_CENTER_CAMPUS_UID,DATA_CENTER_CAMPUS_NAME,DATA_CENTER_STAGE,FLG_AI_FACILITY,FLG_BTM_ONSITE_POWER_GENERATION,TOT_PROJECT_COST,ATERIO_PROVIDER_UID,PROVIDER_NAME,PROVIDER_URL,PROVIDER_PUBLIC_PRIVATE,PROVIDER_TICKER_NAME,PROVIDER_BLOOMBERG_TICKER_NAME,STOCK_EXCHANGE_PROVIDER_NAME,PROVIDER_BACKED_BY,CONSTRUCTION_EQUIPMENT_PROVIDER_COMPANIES,PROJECT_FINANCING_COMPANIES,END_USER_COMPANIES,FULL_ADDRESS,ZIP_CODE,COUNTY_FIPS_CODE,COUNTY_NAME,CITY_NAME,PLACE_FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_CODE,COUNTRY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,SITE_ACREAGE,TOT_FACILITY_SPACE_SQFT,TOT_DATACENTER_SPACE_SQFT,PROV_PUB_TOT_POWER_CAPACITY_MW,ATERIO_EST_TOT_POWER_CAPACITY_MW,ATERIO_EST_TOT_POWER_CAPACITY_MW_LOWER,ATERIO_EST_TOT_POWER_CAPACITY_MW_UPPER,SELECTED_POWER_CAPACITY_MW,AVG_MARKET_POWER_COST,YEARLY_PUE,TOT_NUM_GENERATORS,DATA_CENTER_ANNOUNCED_DATE,DATA_CENTER_CANCELLED_DATE,DATA_CENTER_PROJECT_WITHDRAWN_DATE,DATA_CENTER_CONSTRUCTION_START_DATE,LATEST_SATELLITE_PICTURE_DATE,PCT_CONSTRUCTION_STATUS,DATA_CENTER_CONSTRUCTION_FINISHED_DATE,DATA_CENTER_ACTIVATION_DATE,ESTIMATED_ACTIVE_DATE_BY,ATERIO_ELECTRICAL_UTILITY_UID,UTILITY_NAME,UTILITY_CODE,UTILITY_PUBLIC_PRIVATE,UTILITY_TICKER_NAME,UTILITY_BLOOMBERG_TICKER_NAME,UTILITY_EXCHANGE_PROVIDER_TICKER_NAME,ATERIO_BAL_AUTH_UID,BAL_AUTH_ABBR,BAL_AUTH_NAME,ATERIO_BAL_AUTH_SUBREGION_UID,BAL_AUTH_SUBREGION_CODE,BAL_AUTH_SUBREGION_NAME,DATASHEET_URL,MAP_URL,PROJECT_PERMIT_URL,CAPEX_URL,PROJECT_EXECUTION_LIKELIHOOD,NOTES,RECORD_CREATED_DATE,RECORD_UPDATED_DATE,UPDATED_AT
14c3ec08-1803-4368-ac7a-fbd879e635eb,Southfield Data Center NW (DC2),15471167-b182-4a84-9204-3befe56d5657,"Southfield, 123NET Campus",Active,,,,f22930d7-d032-4fc9-90dd-ca83628f7994,123NET,https://www.123.net,Private,,,,https://graingp.com/,,,,"24275 Northwestern Hwy, Southfield, MI, USA",48075,26125,Oakland County,Southfield,74900.0,MI,Michigan,US,United States,42.467033,-83.235,,21000.0,8000.0,1.0,1.06,1.01,1.11,1.0,,,,,,,,,,,2006-10-30,,26749c83-6e33-400d-b547-24f87a25d36b,DTE Electric Company,5109.0,Public,DTE,DTE:US,NYSE:DTE,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",3733cb81-030b-4603-b6fb-0888ceb4bd68,27,Zones 2 and 7 - MISO,https://www.123.net/data-center-colocation/,https://maps.app.goo.gl/5Qw1wJUiGjfo4GHP9,,,,,2024-07-01,2026-03-20,2026-04-01
c5fe22bd-0670-427c-ae03-5674b8e007ef,MIWI1 Wells Building Data Center,,,Active,,,,cc7c624a-756c-4183-8d7a-f4cc9f13aa97,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,,,,"324 East Wisconsin Avenue, Milwaukee, WI, USA",53202,55079,Milwaukee County,Milwaukee,53000.0,WI,Wisconsin,US,United States,43.03904,-87.90704,,160000.0,5000.0,0.5,0.6,0.57,0.63,0.5,8.25,,,,,,,,,,2020-09-03,Provider,94a63322-5c22-4deb-b119-22fd3e409638,Wisconsin Electric Power Co,20847.0,Public,WEC,WEC:US,NYSE:WEC,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",3733cb81-030b-4603-b6fb-0888ceb4bd68,27,Zones 2 and 7 - MISO,https://www.1547realty.com/data-center/milwaukee-wi-miwi1/,https://maps.app.goo.gl/CYGECo5FQo559uWJA,,,,"[2026-01-09 AV] Additional Info: The facility was already functioning as a carrierâ€‘hotel/dataâ€‘center before 2020, but 1547's  footprint at the site began with its acquisition and branded deployment in 2020.",2024-07-01,2026-03-20,2026-04-01
302036dd-074a-45de-92fb-15bc3540a4c7,CHIL1 MTC Data Center,,,Cancelled,,,,cc7c624a-756c-4183-8d7a-f4cc9f13aa97,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,,,,"40 E Garfield Blvd, Chicago, IL, USA",60615,17031,Cook County,Chicago,14000.0,IL,Illinois,US,United States,41.794888,-87.62457,,230000.0,230000.0,24.0,34.63,33.02,36.31,24.0,,,,,2024-01-12,,,,,,,,222a249b-639d-4c33-9bba-36724efea762,Commonwealth Edison Co,4110.0,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",e84646c2-7438-4a4c-916e-953518bd940a,CE,Commonwealth Edison zone - PJM,https://www.1547realty.com/data-center/chicago-il-chil1/,https://maps.app.goo.gl/2KTnfi5z8T6e9XGi8,,,Low,"[2025-02-12 JR] Additional Info: Data Center sqft and capacity updated.
[2026-01-05 AV] Additional Info: Following the purchase of the building in 2015, no construction activity was observed in the area. In 2024, it was announced that the building would be put up for sale. Status updated to Cancelled.",2024-07-01,2026-03-20,2026-04-01
28ab55b6-0148-4b98-87ad-c0b4d8dd2a05,ORNY1 Orangeburg Data Center,,,Active,,,,cc7c624a-756c-4183-8d7a-f4cc9f13aa97,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,,,,"1 Ramland Road South, Orangeburg, NY, USA",10962,36087,Rockland County,Orangeburg,55167.0,NY,New York,US,United States,41.03341,-73.9708,,232000.0,232000.0,24.0,23.16,22.09,24.29,24.0,,,,,,,,,,,2015-01-30,,85d629c4-28b0-47db-b275-107564a0a5d6,Orange & Rockland Utils Inc,14154.0,Private,,,,ee53ff3c-b180-48a0-b3fb-50539e5f46a0,NYISO,New York Independent System Operator,,,,https://www.1547realty.com/data-center/orangeburg-new-york-orny1/,https://maps.app.goo.gl/i1zLybhEV7R2aaTp6,,,,[2025-02-12 JR] Additional Info: Data Center sqft and capacity updated,2024-07-01,2026-02-12,2026-04-01
83b54f12-8ad5-4318-8fbc-0d87e46a07a7,Chester County Data Center Building 1,0d0cee86-6c51-4401-aa69-92d99874a84a,"Philadelphia, 1547 Campus",Announcement,Y,Y,,cc7c624a-756c-4183-8d7a-f4cc9f13aa97,1547 Critical Systems Realty,https://www.1547realty.com,Private,,,,,,,,"Chester Valley Trl, Exton, PA",19341,42029,Chester County,Exton,24440.0,PA,Pennsylvania,US,United States,40.03926,-75.59227,100.0,250000.0,250000.0,72.0,47.7,45.49,50.03,72.0,,,,2024-01-16,,,,2026-02-28,0.0,,2027-03-31,Aterio,52a226db-b188-418c-89dc-e9ec5727be9c,PECO Energy Co,14940.0,Public,EXC,EXC:US,NASDAQ:EXC,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",f1aefb2f-978e-4766-aab5-9efbaed754e9,ME,Metropolitan Edison zone - PJM,https://www.businesswire.com/news/home/20240116194541/en/fifteenfortyseven-Critical-Systems-Realty-Unveils-Details-on-its-Hyperscale-Data-Center-Development-Project-in-Pennsylvania,https://maps.app.goo.gl/PUMR87GtJg6LAYKc8,,,Low,"[2024-12-19 JR] Latest Satellite: 2024-10-29; Construction Status: No Construction; Estimated Active Date By: Aterio
[2025-09-19 YK] Additional Info: Activation Date Updated
[2025-11-26 JR] BTM: carbon-free power generation and solar capabilities",2024-11-22,2026-03-20,2026-04-01
691cc6a7-fd17-4148-89ab-776a6f40e273,TX1 Richardson Data Center,,,Active,,,,6c053c05-6487-42e6-9ad7-5c5b73168dbd,365 Data Centers,https://www.365datacenters.com,Private,,,,,,,,"1001 East Campbell Road, Richardson, TX, USA",75081,48113,Dallas County,Richardson,61796.0,TX,Texas,US,United States,32.976135,-96.70743,,75100.0,75100.0,6.0,6.54,6.24,6.86,6.0,5.51,,,,,,,,,,2002-07-30,,1ebbb343-179f-4d9d-a878-d6b03846b4c4,City of Garland - (TX),6958.0,Public (Municipality),,,,1fc90153-5419-4455-91f9-cee1dda4ed00,ERCOT,"Electric Reliability Council of Texas, Inc.",14cc320b-3a3d-47a9-83a4-e27eff5c1700,NCEN,ERCO - North Central,https://365datacenters.com/richardson-data-center/,https://maps.app.goo.gl/t6xwpcRShHoH4iDj6,,,,,2024-07-01,2026-03-20,2026-04-01
18ae0d0f-6185-486c-9d33-77c155f34105,CH6 Chicago Data Center,,,Active,,,,6c053c05-6487-42e6-9ad7-5c5b73168dbd,365 Data Centers,https://www.365datacenters.com,Private,,,,,,,,"427 South LaSalle Street, Chicago, IL, USA",60605,17031,Cook County,Chicago,14000.0,IL,Illinois,US,United States,41.876213,-87.631454,,10000.0,10000.0,1.0,1.51,1.44,1.58,1.0,,,,,,,,,,,2000-01-01,,222a249b-639d-4c33-9bba-36724efea762,Commonwealth Edison Co,4110.0,Private (Part of Exelon Corp),EXC,EXC:US,NASDAQ:EXC,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",e84646c2-7438-4a4c-916e-953518bd940a,CE,Commonwealth Edison zone - PJM,https://365datacenters.com/chicago-data-center/,https://maps.app.goo.gl/UreXPxboudebAeQZ8,,,,,2024-07-01,2026-03-20,2026-04-01
af48ab77-f0ea-4c39-a5f2-d5f913a2ecee,PA1 Philadelphia Data Center,,,Active,,,,6c053c05-6487-42e6-9ad7-5c5b73168dbd,365 Data Centers,https://www.365datacenters.com,Private,,,,,,,,"1500 Spring Garden Street, Philadelphia, PA, USA",19130,42101,Philadelphia County,Philadelphia,60000.0,PA,Pennsylvania,US,United States,39.962116,-75.164055,,135100.0,135100.0,10.0,9.55,9.11,10.01,10.0,7.14,,,,,,,,,,2007-05-30,,52a226db-b188-418c-89dc-e9ec5727be9c,PECO Energy Co,14940.0,Public,EXC,EXC:US,NASDAQ:EXC,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",ce983ef3-0d1d-4bd4-ae46-013f5f1d08b9,PE,PECO Energy zone - PJM,https://365datacenters.com/philadelphia-data-center-2/,https://maps.app.goo.gl/QvhwLVEkm1Da9j6P9,,,,,2024-07-01,2026-03-20,2026-04-01
dc213783-9242-4152-a4bf-46764dfc5687,CMH01 Columbus OH Data Center Phase 1,9cef7090-d546-11f0-a3aa-3b201b9c9e6f,CMH Columbus OH Data Center Campus,Construction,Y,,,254c3d2c-a09a-4b4f-9cb3-2006286f77b3,5C Data Centers,https://www.5cdatacenters.com/,Private,,,,,FirstEnergy,,,"601 Benjamin Dr, Springfield, OH 45502, USA",45502,39023,Clark County,Springfield,74118.0,OH,Ohio,US,United States,39.912987,-83.723946,40.0,320000.0,320000.0,100.0,42.96,40.97,45.05,100.0,,,,2024-06-19,,,2025-01-01,2026-03-09,0.9,,2026-06-30,Aterio,,,,,,,,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",48653d43-e0c7-46dd-baf2-6b598abf970d,ATSI,"American Transmission Systems, Inc. zone - PJM",https://5c.ai/datacenters,https://maps.app.goo.gl/2gTERUfS4fVEqanM7,https://www.firstenergycorp.com/content/dam/corporate/transmission/Ohio/e-springfield-n-titus-cn.pdf,,High,"[2024-12-19 JR] Latest Satellite: 2024-10-29; Construction Status: Site Preparation; Estimated Active Date By: Aterio; Additional Info: 200MW of power capacity is secured and set for delivery to the site, with the first 100MW scheduled for Q1 2025
[2025-12-09 FC] Construction: Roof installation is largely complete with active mechanical and exterior site work visible; generator installation largely completed.
[2026-03-11 SQ] Construction: Generator installation appears to be complete in the expansion site, there is some minor equipment installation on the original building and the structural connection between both buildings is also complete. Additional Info: 5C aquired a former data center and is planning to renovate it and construct an expansion to reach 200 MW.  Activation date updated from 2026-05-30 to the end of Q2 2026. ",2024-11-18,2026-03-20,2026-04-01
5f8b34d4-0ae0-40c3-b9c0-03ad25db79c9,Perseus Phase I,dee6bd70-dd19-11f0-8ff6-b30471a54151,Perseus Campus,Announcement,Y,,800000000.0,7014049a-e25f-4eb0-97c4-f4c7ec283b3b,AVAIO Digital,https://avaiodigital.com/,Private,,,,,PG&E,,,"2232 Golf Club Rd, Pittsburg, CA, USA",94565,6013,Contra Costa County,Pittsburg,57456.0,CA,California,US,United States,38.012894,-121.909645,101.0,745771.0,745771.0,99.0,67.42,64.29,70.7,99.0,,,,2024-12-12,,,,2026-02-02,0.0,,2027-06-30,Provider,625b7686-055b-46e1-a5a4-4e3dcaf631b4,Pacific Gas & Electric Co.,14328.0,Public,PCG,PCG:US,NYSE:PCG,2950a9eb-39ef-4949-96bd-ecefbf7db624,CAISO,California Independent System Operator,9bbe5250-047e-4a37-8434-4cda4fceb9e5,PGAE,Pacific Gas and Electric,"https://avaiodigital.com/avaio-digital-partners-achieves-major-milestone-for-pittsburg-technology-park-perseus-data-center-project/, https://www.prnewswire.com/news-releases/avaio-digital-marks-major-milestone-as-cec-approves-99mw-for-bay-area-data-center-project-perseus-302636094.html, https://www.pittsburgca.gov/home/showpublisheddocument/16451/638555442556300000",https://maps.app.goo.gl/2rH1ADUVNz9V8iAE7,,,High,"[2025-12-19 FC] Additional Info: Updated co-ordinates, data sheet URL with proposed phased site plan, square footage from 347,740 and added to campus; project could scale up to 500MW delivered in multiple 99MW phases with phase 1 to be delivered by 2027",2024-12-17,2026-02-12,2026-04-01
d60c1367-3801-4cf5-b4ba-992714428f47,NEO-01 Perkins Township Data Center,,,Construction,,,,3d55dfe8-9ebe-42f7-b66f-1d6fc81bf469,Aligned Data Centers,https://www.aligneddc.com,Private,,,,"AI Infrastructure Partnership (AIP), MGX, and BlackRockâ€™s Global Infrastructure Partners (GIP)",,,,"2509 Hayes Ave, Sandusky, OH ",44870,39043,Erie County,Sandusky,70380.0,OH,Ohio,US,United States,41.43104,-82.71716,128.0,200000.0,200000.0,96.0,32.5,30.99,34.08,96.0,,,42.0,,,,2024-10-01,2025-12-02,0.85,,2026-06-30,Aterio,6c6655b1-8b8e-45b1-bd02-146ed6379690,Ohio Edison Co,13998.0,Public,FE,FE:US,NYSE:FE,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",48653d43-e0c7-46dd-baf2-6b598abf970d,ATSI,"American Transmission Systems, Inc. zone - PJM",https://aligneddc.com/ohio/,https://maps.app.goo.gl/xHJQhwAU3VvfySt68,,,High,"[2024-12-19 JR] Latest Satellite: 2024-10-18; Construction Status: Site Preparation; Estimated Active Date By: Aterio
[2025-08-01 JR] Construction: Shell complete with significant rooftop installations; generator and cooling equipment placement in progress.
[2025-10-06 DP] Construction: Roof nearly complete; cooling units being installed on west and north sections. Cranes active and surrounding groundwork ongoing.
[2026-02-02 JR] Construction: Building shell and roof are complete. Generators are partially installed along the perimeter, with multiple units still missing. Cranes remain on-site and active construction is visible, indicating ongoing equipment installation and the project is not yet fully commissioned; Additional Info: Activation date updated from 2026-01-30 to Q2 2026. Possible partial activation, but not full activation as of January 2026.
[2026-03-16 SQ] Additional Info: Satellite Image pending to confirm construction progress. ",2024-11-04,2026-03-20,2026-04-01
1caf3f25-38c7-4d1e-9e29-ac5fc05860d3,IAD04- Building 1,ec110aa8-6db5-4a1d-ab69-802992378f4b,Aligned Frederick Campus,Construction,Y,,,3d55dfe8-9ebe-42f7-b66f-1d6fc81bf469,Aligned Data Centers,https://www.aligneddc.com,Private,,,,"AI Infrastructure Partnership (AIP), MGX, and BlackRockâ€™s Global Infrastructure Partners (GIP)",Turner Construction Company,,,"5601 Manor Woods Road, Frederick, MD",21703,24021,Frederick County,Frederick,30325.0,MD,Maryland,US,United States,39.33426,-77.47308,75.0,450000.0,450000.0,72.0,61.69,58.83,64.69,72.0,,,42.0,2023-05-11,,,2025-01-15,2026-02-04,0.85,,2026-10-30,Aterio,cb3fad47-2ad9-4619-95a4-2e146884f783,First Electric Coop Corp,6342.0,,,,,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",4bb6bca9-55a9-4621-a4c2-dc6c51f58c5e,AP,Allegheny Power zone - PJM,"https://aligneddc.com/maryland/, https://mde.maryland.gov/programs/permits/AirManagementPermits/Documents/Public-Review/Alt%20NSPS/AlignedDataCentersAirPermittoConstructApplication.pdf, https://www.datacenterknowledge.com/data-center-site-selection/why-frederick-county-is-important-for-the-nova-data-center-market",https://maps.app.goo.gl/nNqw33F93EkvcKgy9,"https://mde.maryland.gov/programs/permits/AirManagementPermits/Documents/Public-Review/Alt%20NSPS/AlignedDataCentersAirPermittoConstructApplication.pdf, https://www.frederickcountymd.gov/ArchiveCenter/ViewFile/Item/15820",,High,"[2024-12-19 JR] Latest Satellite: 2024-08-11; Construction Status: No Construction; Estimated Active Date By: Aterio
[2024-12-19 JR] Additional Info: Stage Updated to Construction
[2025-08-06 JR] Construction: Foundation completed; vertical construction underway.
[2025-10-09 DP] Construction: Building shell and roof partially completed, with cranes active and ongoing structural assembly. Foundation work and equipment placement visible on surrounding areas, indicating mid-stage development.
[2026-03-12 DS] Construction: Work underway on the equipment yard. Cooling vents being installed on the roof; Additional Info: Updated number of buildings in the campus from 7 to 4.",2024-11-18,2026-03-20,2026-04-01
83c7ee62-afb5-4d5f-bedf-b25ca38184fc,AWS Central Expy Data Center ,,,Land Bank,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"960 Central Expy, Santa Clara, CA, USA",95050,6085,Santa Clara County,Santa Clara,69084.0,CA,California,US,United States,37.372887,-121.95424,,,,,39.81,38.76,40.88,39.81,,,,,,,,2025-12-09,0.0,,2027-06-30,,625b7686-055b-46e1-a5a4-4e3dcaf631b4,Pacific Gas & Electric Co.,14328.0,Public,PCG,PCG:US,NYSE:PCG,2950a9eb-39ef-4949-96bd-ecefbf7db624,CAISO,California Independent System Operator,9bbe5250-047e-4a37-8434-4cda4fceb9e5,PGAE,Pacific Gas and Electric,https://www.mercurynews.com/2023/03/07/amazon-santa-clara-buy-sell-real-estate-owens-corning-build-tech/,https://maps.app.goo.gl/sE1L4CiHG9G2ZRxX9,,,Medium,[2025-12-19 FC] Additional Info: Updated status from Announcement,2024-11-20,2025-12-19,2026-04-01
ecdeba1b-9e90-42a4-85c1-d34aff607d26,Amazon AWS IAD - 11200 Thomasson,,,Active,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"11200 Thomasson Barn Road, Manassas, VA, USA",20109,51153,Prince William County,Manassas,48952.0,VA,Virginia,US,United States,38.743847,-77.53042,,149404.0,149404.0,,35.0,34.08,35.94,35.0,,1.15,16.0,,,,,,,,2020-03-15,,1f3c7b79-c506-4062-b210-2af9580f0d84,City of Manassas - (VA),11560.0,Private,,,,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",469a7dc0-fc5e-4f8e-8184-301f28134241,DOM,Dominion Virginia Power zone - PJM,,https://maps.app.goo.gl/6Q26m7kXGpTAEmbq6,,,,"[2025-02-11JR] Additional Info: Owned by COPT 
[2025-02-28 JR] Additional Info: PUE is the average for Operational Global Data Center as of 2023
[2025-04-29 JR] Additional Info: Selected power capacity updated based on number of generators observed in satellite imagery.",2024-07-01,2026-03-20,2026-04-01
3542a6db-986b-4d40-93ac-862194e99e28,AWS Ezell Drive Data Center ,,,Announcement,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"1800-1898 Jo Dr, DeSoto, TX, USA",75115,48113,Dallas County,Desoto,,TX,Texas,US,United States,32.62468,-96.86052,9.0,30000.0,30000.0,,7.1,6.91,7.29,7.1,,,,2022-09-15,,,,2025-11-11,0.0,,2027-08-30,Aterio,14246342-1edf-4a4e-825c-0bf93f13d201,Oncor Electric Delivery Company LLC,44372.0,,,,,1fc90153-5419-4455-91f9-cee1dda4ed00,ERCOT,"Electric Reliability Council of Texas, Inc.",14cc320b-3a3d-47a9-83a4-e27eff5c1700,NCEN,ERCO - North Central,https://www.dallasnews.com/business/real-estate/2022/09/13/amazon-plans-new-data-center-in-southern-dallas-county/,https://maps.app.goo.gl/VusXq4hV7wzgJJME9,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023000811,,Low,"[2024-12-19 JR] Latest Satellite: 2023-11-13; Construction Status: No Construction; Estimated Active Date By: Aterio; Additional Info: Project Delayed
[2025-05-27 JR] Construction: No construction activity as of latest satellite imagery. 
[2025-11-12 JR] Construction: No construction visible; Additional Info: Activation date updated from 2026-08-30",2024-12-11,2026-03-20,2026-04-01
77ac6a16-efd6-49b8-bbfc-7a1e32626833,Amazon AWS IAD - 44150 Wade Dr,,,Announcement,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"44150 Wade Dr, Chantilly, VA 20152, USA",20152,51107,Loudoun County,Chantilly,14744.0,VA,Virginia,US,United States,38.920685,-77.47298,24.0,350000.0,423575.0,,56.28,54.81,57.8,56.28,,,20.0,2023-07-10,,,,2025-11-23,0.0,,2027-03-01,Aterio,498190ca-b66d-4a6a-becc-3657df8fca8d,Northern Virginia Elec Coop,13640.0,Private,,,,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",469a7dc0-fc5e-4f8e-8184-301f28134241,DOM,Dominion Virginia Power zone - PJM,https://www.bisnow.com/washington-dc/news/deal-sheet/this-weeks-dc-deal-sheet-119715,https://maps.app.goo.gl/dMX9UvX9i1crkizw8,"https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/9bc502fd-3d1b-49b4-a765-b3da727ac11f?tab=attachments,https://loudoun.granicus.com/MetaViewer.php?view_id=78&event_id=3451&meta_id=221074#page=11&zoom=100,93,113",,High,"[2024-12-19 JR] Latest Satellite: 2024-04-16; Construction Status: No Construction; Estimated Active Date By: Aterio; Additional Info: Land bought from Firefox
[2025-04-29 JR] Construction: No vertical construction observed. Site appears cleared and partially graded. No active building activity at this stage.
[2025-12-30 AV] Additional Info: Activation date updated from 2026-09-30. No visible signs of construction. ",2024-07-01,2026-03-20,2026-04-01
06bd1449-2708-4d9c-87f4-bef5f684c439, AWS NCTC Building 1,c3cef5b5-f06e-47d6-9e0c-a2fc2457d133,AWS Northeast Creek Tech Campus,Construction,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"X2MX+P5 Mineral, VA, USA",23117,51109,Louisa County,Mineral,52120.0,VA,Virginia,US,United States,37.984306,-77.95212,374.0,382000.0,382000.0,70.0,39.2,38.17,40.25,70.0,,,,2024-11-04,,,2025-07-26,2026-03-20,0.15,,2027-12-30,Aterio,6f92e568-ff47-4893-8e13-f98d40e662a4,Rappahannock Electric Coop,40228.0,Private (Cooperative),,,,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",469a7dc0-fc5e-4f8e-8184-301f28134241,DOM,Dominion Virginia Power zone - PJM,https://www.nao.usace.army.mil/Media/Public-Notices/Article/3952905/nao-2024-01939-amazon-data-services-louisa-virginia/,https://maps.app.goo.gl/MoCkLG935b63MWoe7,https://www.nao.usace.army.mil/Media/Public-Notices/Article/3952905/nao-2024-01939-amazon-data-services-louisa-virginia/,,High,"[2024-03-12 JR] Latest Satellite: 2025-03-03; Construction Status: No Construction; Estimated Active Date By: AWS
[2024-12-19 JR] Latest Satellite: 2021-10-21; Construction Status: No Construction; Estimated Active Date By: AWS
[2025-09-07 DP] Construction: Significant land clearing and grading activity visible
[2025-12-02 DP] Construction: Foundation work underway
[2026-03-24 SQ] Construction: No significant progress to update percentage; Additional Info: Activation Date update from 2026-06-30 to Q4 2027",2024-12-10,2026-03-24,2026-04-01
21356727-827e-4d88-8a15-772459ff323c,AWS Summit Crossing Building 1,ae37b109-2a22-4363-94f3-e00fae92adb8,AWS Summit Crossing Tech Campus,Announcement,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"5HW9+VC Olive, VA, USA",22408,51177,Spotsylvania County,Fredericksburg,29744.0,VA,Virginia,US,United States,38.197132,-77.43137,231.0,300000.0,300000.0,,66.0,64.97,67.06,66.0,,,,2023-10-15,,,,2026-01-22,0.0,,2027-03-31,Aterio,5b0c2f7d-42e6-4e89-997c-39d2e368e019,Virginia Electric & Power Co,19876.0,Public,D,D:US,NYSE:D,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",469a7dc0-fc5e-4f8e-8184-301f28134241,DOM,Dominion Virginia Power zone - PJM,https://fredericksburg.com/news/local/data-center-proposals-pile-up-in-spotsylvania/article_0b3a873c-ff26-11ed-97a1-df0bb17d1b49.html,https://maps.app.goo.gl/petKvnEPAhsxdXSu5,https://www.spotsylvania.va.us/DocumentCenter/View/33280/2nd-Submission-Narrative-?bidId=,,Medium,"[2025-04-01 JR] Additional Info: Correction made on Activation date and Stage based on new satellite image
[2025-12-22 JR] Additional Info: Estimated Power Capacity Added.
[2025-12-30 AV] Additional Info: Activation date updated from 2026-08-30. No visible signs of construction. ",2024-12-11,2026-03-20,2026-04-01
e0996f61-ef80-43e2-a3ae-330e1da689ae,Amazon AWS - Houchard Building 3,7096adec-37f7-4126-9eb9-7376f4220ebe,"Dublin 1, AWS Campus",Active,,,,00a5efa3-8d76-4878-a0d6-f90a60f8b647,Amazon AWS,https://www.aws.amazon.com/compliance/data-center/data-centers/,Public,AMZN,AMZN:US,NASDAQ:AMZN,,,,,"6830 Crosby Ct, Plain City, OH, USA",43064,39159,Union County,Plain City,63030.0,OH,Ohio,US,United States,40.101833,-83.19948,85.0,150500.0,150500.0,,22.5,21.91,23.11,22.5,,1.15,11.0,,,,,,,,2021-07-30,,030eb1d3-5a7a-41c1-adf2-ff1890871e2f,Ohio Power Co,14006.0,Public,AEP,AEP:US,NASDAQ:AEP,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",f8f462a4-1283-4082-a7eb-2a242f708d96,DAY,Dayton Power null zone - PJM,https://www.econdev.dublinohiousa.gov/2020/wp-content/uploads/2016/01/Crosby-Court-Job-Ready-Site-Dublin-Ohio-USA.pdf,https://maps.app.goo.gl/Ftb2AnGSFkRayDNy9,,,,"[2024-12-19 JR] Additional Info: Area Estimated by Aterio
[2025-02-28 JR] Additional Info: PUE is the average for Operational Global Data Center as of 2023
[2025-04-29 JR] Additional Info: Selected power capacity updated based on number of generators observed in satellite imagery.",2024-11-25,2026-03-20,2026-04-01
